ID de la réponse	Date de soumission	Dernière page	Langue de départ	Date de lancement	Date de la dernière action	Merci d'appeler l'expérimentateur pour cette partie.(Seul l'expérimentateur est autorisé à répondre) 	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation 	Merci d'evaluer chaque affirmation 	Merci d'evaluer chaque affirmation 	Merci d'evaluer chaque affirmation 	Merci d'evaluer chaque affirmation 	Merci d'evaluer chaque affirmation 	Merci d'evaluer chaque affirmation 	Merci d'evaluer chaque affirmation 	Merci d'evaluer chaque affirmation 	
id	submitdate	lastpage	startlanguage	startdate	datestamp	UserNum	App_SQ001	App_SQ002	App_SQ003	App_SQ004	userConfort_SQ001	userConfort_SQ005	userConfort_SQ002	userConfort_SQ003	userConfort_SQ004	AgentBehavior_SQ001	AgentBehavior_SQ002	AgentBehavior_SQ003	AgentBehavior_SQ004	AgentBehavior_SQ005	AgentBehavior_SQ006	AgentBehavior_SQ007	AgentBehavior_SQ008	AgentBehavior_SQ010	utilisateur_SQ001	utilisateur_SQ002	utilisateur_SQ003	utilisateur_SQ004	utilisateur_SQ005	utilisateur_SQ006	utilisateur_SQ007	utilisateur_SQ008	utilisateur_SQ009	
24	2018-04-09 14:28:35	4	fr	2018-04-09 14:25:49	2018-04-09 14:28:35	26.0000000000	A4	A4	A1	A2	A2	A2	A2	A2	A3	A5	A2	A5	A5	A2	A4	A2	A4	A2	A2	A2	A5	A5	A2	A2	A2	A4	A4
25	2018-04-09 15:00:56	4	fr	2018-04-09 14:56:46	2018-04-09 15:00:56	27.0000000000	A5	A5	A3	A3	A5	A4	A4	A5	A1	A2	A4	A2	A4	A5	A4	A4	A3	A2	A5	A2	A4	A3	A2	A3	A1	A4	A4
26	2018-04-09 15:45:29	4	fr	2018-04-09 15:41:44	2018-04-09 15:45:29	28.0000000000	A5	A4	A4	A1	A5	A5	A4	A5	A1	A4	A2	A3	A4	A4	A2	A4	A4	A2	A3	A2	A4	A4	A3	A4	A4	A4	A4
27	2018-04-09 16:24:54	4	fr	2018-04-09 16:20:24	2018-04-09 16:24:54	29.0000000000	A4	A4	A1	A4	A3	A3	A2	A3	A3	A2	A4	A4	A4	A4	A3	A5	A4	A2	A3	A4	A4	A4	A2	A4	A2	A4	A4
28	2018-04-09 16:57:04	4	fr	2018-04-09 16:55:02	2018-04-09 16:57:04	30.0000000000	A5	A2	A3	A4	A2	A2	A2	A2	A4	A3	A2	A5	A4	A4	A4	A3	A5	A2	A1	A4	A4	A4	A3	A4	A3	A4	A4
29	2018-04-09 17:35:50	4	fr	2018-04-09 17:31:44	2018-04-09 17:35:50	31.0000000000	A5	A2	A4	A2	A5	A4	A4	A4	A2	A4	A2	A4	A5	A4	A2	A3	A2	A2	A2	A4	A2	A3	A2	A4	A1	A3	A4
30	2018-04-09 18:31:42	4	fr	2018-04-09 18:25:27	2018-04-09 18:31:42	32.0000000000	A4	A2	A1	A1	A3	A3	A2	A3	A2	A4	A2	A2	A4	A3	A2	A4	A2	A2	A2	A4	A2	A4	A2	A3	A2	A3	A4
31	2018-04-09 18:57:03	4	fr	2018-04-09 18:55:41	2018-04-09 18:57:03	33.0000000000	A5	A4	A2	A5	A4	A4	A4	A4	A2	A4	A2	A2	A4	A2	A2	A2	A2	A2	A4	A3	A2	A2	A4	A3	A4	A4	A4
32	2018-04-10 10:57:13	4	fr	2018-04-10 10:55:24	2018-04-10 10:57:13	34.0000000000	A4	A4	A2	A2	A4	A4	A3	A4	A2	A5	A4	A5	A5	A3	A2	A2	A3	A2	A2	A4	A2	A2	A3	A4	A3	A5	A4
33	2018-04-10 11:33:40	4	fr	2018-04-10 11:31:42	2018-04-10 11:33:40	35.0000000000	A4	A4	A2	A1	A2	A2	A2	A2	A4	A4	A3	A2	A4	A4	A3	A4	A4	A2	A4	A2	A4	A4	A2	A3	A2	A3	A4
34	2018-04-10 13:59:06	4	fr	2018-04-10 13:55:08	2018-04-10 13:59:06	36.0000000000	A4	A4	A1	A1	A2	A3	A4	A2	A4	A4	A4	A2	A2	A5	A5	A5	A4	A2	A5	A2	A4	A5	A2	A2	A2	A3	A4
35	2018-04-10 14:32:20	4	fr	2018-04-10 14:26:00	2018-04-10 14:32:20	37.0000000000	A5	A5	A2	A5	A4	A4	A4	A4	A2	A4	A2	A4	A3	A2	A2	A2	A2	A2	A5	A4	A3	A3	A4	A4	A4	A4	A4
36	2018-04-10 15:20:53	4	fr	2018-04-10 15:17:29	2018-04-10 15:20:53	38.0000000000	A5	A3	A5	A2	A5	A4	A4	A5	A3	A4	A2	A4	A3	A2	A1	A2	A2	A2	A3	A4	A2	A3	A4	A4	A4	A4	A4
37	2018-04-10 16:10:22	4	fr	2018-04-10 16:07:54	2018-04-10 16:10:22	39.0000000000	A4	A4	A2	A2	A4	A3	A4	A3	A3	A4	A1	A1	A2	A3	A2	A3	A1	A2	A5	A3	A2	A4	A3	A3	A3	A3	A4
38	2018-04-10 16:18:23	4	fr	2018-04-10 16:14:18	2018-04-10 16:18:23	40.0000000000	A3	A5	A5	A5	A4	A4	A3	A5	A1	A4	A4	A5	A5	A4	A3	A5	A4	A2	A4	A3	A5	A5	A3	A3	A4	A4	A4
39	2018-04-10 17:19:00	4	fr	2018-04-10 17:16:28	2018-04-10 17:19:00	41.0000000000	A5	A5	A5	A1	A3	A2	A2	A2	A4	A5	A2	A4	A4	A2	A5	A2	A4	A2	A2	A5	A2	A2	A4	A4	A4	A5	A4
40	2018-04-10 17:22:57	4	fr	2018-04-10 17:19:37	2018-04-10 17:22:57	42.0000000000	A4	A4	A4	A4	A3	A3	A4	A3	A1	A3	A5	A5	A3	A5	A5	A4	A4	A2	A3	A2	A4	A4	A2	A1	A3	A1	A4
41	2018-04-10 18:05:16	4	fr	2018-04-10 18:02:22	2018-04-10 18:05:16	43.0000000000	A4	A4	A1	A1	A4	A4	A4	A4	A2	A2	A4	A4	A1	A3	A3	A2	A5	A4	A5	A1	A5	A5	A3	A3	A4	A2	A5
42	2018-04-11 10:04:12	4	fr	2018-04-11 10:01:54	2018-04-11 10:04:12	44.0000000000	A4	A4	A1	A5	A3	A4	A2	A3	A1	A3	A4	A4	A4	A3	A3	A3	A4	A2	A4	A4	A4	A4	A3	A3	A3	A4	A4
43	2018-04-11 10:32:44	4	fr	2018-04-11 10:29:45	2018-04-11 10:32:44	45.0000000000	A5	A5	A1	A2	A3	A4	A4	A3	A2	A4	A2	A3	A4	A4	A2	A4	A4	A2	A4	A3	A3	A4	A3	A2	A2	A3	A4
44	2018-04-11 11:17:29	4	fr	2018-04-11 11:14:45	2018-04-11 11:17:29	46.0000000000	A5	A4	A2	A1	A4	A2	A4	A4	A2	A4	A2	A4	A4	A4	A4	A4	A2	A2	A2	A2	A2	A4	A2	A2	A2	A4	A4
45	2018-04-11 13:52:33	4	fr	2018-04-11 13:51:06	2018-04-11 13:52:33	47.0000000000	A4	A4	A2	A4	A4	A3	A4	A4	A2	A4	A4	A4	A4	A1	A3	A2	A4	A2	A2	A4	A3	A4	A4	A3	A5	A4	A4
46	2018-04-11 14:58:58	4	fr	2018-04-11 14:53:31	2018-04-11 14:58:58	48.0000000000	A4	A4	A2	A2	A4	A4	A3	A5	A2	A5	A2	A5	A5	A5	A3	A4	A3	A2	A4	A4	A2	A4	A4	A3	A4	A5	A4
47	2018-04-11 15:49:54	4	fr	2018-04-11 15:46:05	2018-04-11 15:49:54	49.0000000000	A5	A5	A5	A5	A5	A4	A5	A5	A1	A5	A2	A1	A5	A1	A2	A1	A1	A2	A2	A5	A2	A4	A5	A4	A5	A5	A4
48	2018-04-11 16:29:41	4	fr	2018-04-11 16:27:48	2018-04-11 16:29:41	50.0000000000	A5	A5	A2	A4	A4	A4	A5	A4	A1	A5	A2	A4	A5	A3	A1	A3	A2	A2	A5	A2	A4	A4	A3	A1	A3	A2	A4
49	2018-04-11 17:13:51	4	fr	2018-04-11 17:10:15	2018-04-11 17:13:51	51.0000000000	A4	A1	A2	A5	A4	A1	A2	A4	A2	A5	A2	A5	A5	A2	A1	A2	A3	A2	A2	A4	A1	A3	A4	A4	A4	A4	A4
50	2018-04-11 17:49:42	4	fr	2018-04-11 17:48:02	2018-04-11 17:49:42	52.0000000000	A5	A2	A2	A2	A4	A4	A4	A4	A2	A5	A2	A5	A5	A2	A2	A2	A2	A2	A2	A3	A2	A4	A3	A3	A3	A3	A4
51	2018-04-11 18:19:38	4	fr	2018-04-11 18:15:25	2018-04-11 18:19:38	53.0000000000	A4	A5	A5	A1	A4	A4	A4	A4	A2	A4	A3	A3	A4	A4	A2	A4	A4	A2	A5	A1	A4	A5	A2	A1	A4	A2	A4
52	2018-04-12 10:28:23	4	fr	2018-04-12 10:25:49	2018-04-12 10:28:23	54.0000000000	A4	A4	A1	A5	A4	A4	A4	A5	A1	A4	A1	A4	A5	A2	A2	A3	A2	A2	A2	A2	A2	A4	A4	A3	A4	A2	A4
53	2018-04-12 11:11:47	4	fr	2018-04-12 11:08:04	2018-04-12 11:11:47	55.0000000000	A4	A4	A1	A1	A5	A4	A4	A5	A1	A4	A2	A4	A4	A5	A2	A5	A2	A2	A4	A4	A3	A4	A1	A2	A2	A4	A4
54	2018-04-12 11:52:07	4	fr	2018-04-12 11:49:11	2018-04-12 11:52:07	57.0000000000	A5	A1	A1	A1	A2	A2	A2	A2	A2	A4	A2	A4	A5	A2	A2	A2	A4	A2	A2	A4	A3	A2	A4	A4	A4	A5	A4
55	2018-04-12 11:54:50	4	fr	2018-04-12 11:52:35	2018-04-12 11:54:50	56.0000000000	A5	A4	A1	A2	A4	A4	A4	A4	A2	A4	A2	A4	A4	A3	A2	A3	A2	A2	A4	A2	A4	A4	A4	A2	A4	A4	A4
56	2018-04-12 14:05:48	4	fr	2018-04-12 14:02:50	2018-04-12 14:05:48	58.0000000000	A5	A2	A1	A5	A2	A2	A1	A2	A4	A4	A4	A4	A4	A2	A4	A4	A5	A2	A2	A4	A2	A2	A3	A4	A3	A4	A4
57	2018-04-12 14:44:10	4	fr	2018-04-12 14:41:34	2018-04-12 14:44:10	59.0000000000	A5	A4	A1	A1	A5	A5	A3	A5	A2	A4	A2	A4	A4	A2	A2	A3	A5	A2	A2	A3	A2	A4	A4	A4	A4	A4	A4
58	2018-04-12 14:50:51	4	fr	2018-04-12 14:48:37	2018-04-12 14:50:51	60.0000000000	A4	A4	A4	A1	A2	A1	A1	A1	A2	A2	A5	A2	A4	A4	A4	A4	A5	A2	A4	A2	A2	A4	A2	A2	A2	A2	A4
59	2018-04-12 15:30:12	4	fr	2018-04-12 15:27:39	2018-04-12 15:30:12	61.0000000000	A5	A4	A1	A3	A2	A4	A2	A2	A3	A4	A3	A3	A4	A4	A2	A4	A4	A2	A4	A3	A2	A4	A2	A2	A2	A4	A4
60	2018-04-12 16:25:05	4	fr	2018-04-12 16:22:29	2018-04-12 16:25:05	63.0000000000	A4	A4	A5	A1	A1	A2	A3	A1	A4	A4	A4	A4	A4	A4	A4	A4	A4	A2	A4	A2	A4	A4	A2	A2	A3	A4	A4
61	2018-04-12 16:26:30	4	fr	2018-04-12 16:23:22	2018-04-12 16:26:30	62.0000000000	A4	A5	A1	A1	A3	A4	A4	A2	A2	A5	A1	A5	A5	A3	A2	A4	A2	A2	A4	A4	A4	A4	A4	A2	A2	A4	A4
62	2018-04-12 17:05:25	4	fr	2018-04-12 17:03:13	2018-04-12 17:05:25	64.0000000000	A4	A4	A4	A2	A5	A4	A3	A5	A1	A4	A2	A2	A4	A3	A3	A4	A4	A2	A4	A2	A4	A4	A2	A4	A3	A4	A4
63	2018-04-16 10:38:58	4	fr	2018-04-16 10:35:39	2018-04-16 10:38:58	65.0000000000	A5	A4	A1	A1	A5	A4	A4	A5	A1	A4	A5	A1	A2	A2	A4	A2	A4	A2	A4	A2	A4	A4	A4	A2	A4	A2	A4
64	2018-04-16 11:09:25	4	fr	2018-04-16 11:07:25	2018-04-16 11:09:25	66.0000000000	A4	A4	A2	A4	A4	A3	A5	A5	A1	A5	A1	A5	A5	A1	A1	A1	A1	A2	A1	A5	A2	A1	A5	A5	A5	A5	A4
65	2018-04-16 11:14:40	4	fr	2018-04-16 11:13:15	2018-04-16 11:14:40	67.0000000000	A5	A4	A1	A1	A4	A4	A3	A4	A1	A4	A4	A3	A4	A4	A3	A4	A4	A2	A4	A3	A2	A3	A3	A2	A3	A2	A4
66	2018-04-17 09:41:36	4	fr	2018-04-17 09:40:11	2018-04-17 09:41:36	68.0000000000	A5	A5	A2	A2	A4	A4	A4	A4	A2	A4	A2	A4	A4	A4	A2	A3	A4	A2	A4	A2	A2	A3	A2	A2	A2	A4	A4
67	2018-04-17 10:31:29	4	fr	2018-04-17 10:29:47	2018-04-17 10:31:29	69.0000000000	A5	A5	A2	A2	A5	A5	A4	A5	A1	A4	A4	A4	A4	A2	A2	A2	A4	A2	A4	A2	A4	A4	A4	A2	A4	A4	A4
68	2018-04-17 10:40:56	4	fr	2018-04-17 10:38:00	2018-04-17 10:40:56	70.0000000000	A5	A3	A3	A5	A3	A2	A3	A4	A3	A4	A5	A1	A3	A4	A4	A4	A5	A2	A4	A2	A5	A5	A2	A2	A2	A2	A4
69	2018-04-17 11:27:58	4	fr	2018-04-17 11:25:37	2018-04-17 11:27:58	71.0000000000	A5	A3	A1	A1	A4	A2	A3	A2	A1	A1	A4	A4	A2	A1	A3	A2	A3	A2	A3	A5	A4	A3	A5	A3	A5	A4	A4
70	2018-04-17 11:28:54	4	fr	2018-04-17 11:27:15	2018-04-17 11:28:54	72.0000000000	A4	A4	A4	A3	A3	A4	A2	A4	A4	A4	A4	A4	A4	A5	A2	A4	A4	A2	A3	A4	A3	A4	A2	A2	A2	A4	A4
71	2018-04-17 13:42:05	4	fr	2018-04-17 13:38:00	2018-04-17 13:42:05	73.0000000000	A5	A5	A4	A5	A4	A4	A4	A4	A3	A5	A2	A4	A2	A3	A3	A2	A4	A2	A2	A5	A2	A2	A4	A3	A3	A4	A4
72	2018-04-17 14:15:23	4	fr	2018-04-17 14:13:21	2018-04-17 14:15:23	74.0000000000	A5	A5	A2	A2	A3	A4	A4	A3	A3	A4	A2	A3	A4	A2	A2	A2	A2	A2	A2	A5	A1	A1	A5	A5	A5	A5	A4
73	2018-04-17 14:45:36	4	fr	2018-04-17 14:43:39	2018-04-17 14:45:36	75.0000000000	A5	A5	A5	A5	A5	A5	A5	A5	A1	A5	A3	A2	A3	A5	A1	A5	A1	A2	A3	A2	A2	A4	A1	A1	A1	A3	A4
74	2018-04-18 10:37:42	4	fr	2018-04-18 10:35:46	2018-04-18 10:37:42	76.0000000000	A3	A4	A4	A2	A2	A2	A1	A2	A4	A1	A4	A4	A4	A3	A4	A5	A4	A2	A4	A2	A4	A4	A2	A2	A4	A2	A4
75	2018-04-18 13:30:17	4	fr	2018-04-18 13:26:17	2018-04-18 13:30:17	77.0000000000	A5	A4	A3	A3	A2	A4	A2	A2	A2	A4	A1	A5	A5	A2	A4	A4	A4	A2	A4	A4	A4	A4	A3	A4	A4	A4	A4
76	2018-04-18 14:10:33	4	fr	2018-04-18 14:08:37	2018-04-18 14:10:33	79.0000000000	A3	A3	A3	A2	A2	A2	A2	A2	A3	A4	A2	A3	A4	A4	A3	A5	A4	A2	A4	A2	A4	A4	A2	A2	A1	A3	A4
77	2018-04-18 14:15:55	4	fr	2018-04-18 14:13:14	2018-04-18 14:15:55	78.0000000000	A5	A4	A2	A5	A5	A4	A4	A4	A2	A5	A2	A4	A4	A2	A2	A2	A2	A2	A4	A4	A2	A3	A4	A2	A2	A4	A4
