ID de la réponse	Date de soumission	Dernière page	Langue de départ	Date de lancement	Date de la dernière action	Merci d'appeler l'expérimentateur pour cette partie.(Seul l'expérimentateur est autorisé à répondre) 	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation	Merci d'evaluer chaque affirmation 	Merci d'evaluer chaque affirmation 	Merci d'evaluer chaque affirmation 	Merci d'evaluer chaque affirmation 	Merci d'evaluer chaque affirmation 	Merci d'evaluer chaque affirmation 	Merci d'evaluer chaque affirmation 	Merci d'evaluer chaque affirmation 	Merci d'evaluer chaque affirmation 	
id	submitdate	lastpage	startlanguage	startdate	datestamp	UserNum	App_SQ001	App_SQ002	App_SQ003	App_SQ004	userConfort_SQ001	userConfort_SQ005	userConfort_SQ002	userConfort_SQ003	userConfort_SQ004	AgentBehavior_SQ001	AgentBehavior_SQ002	AgentBehavior_SQ003	AgentBehavior_SQ004	AgentBehavior_SQ005	AgentBehavior_SQ006	AgentBehavior_SQ007	AgentBehavior_SQ008	AgentBehavior_SQ010	utilisateur_SQ001	utilisateur_SQ002	utilisateur_SQ003	utilisateur_SQ004	utilisateur_SQ005	utilisateur_SQ006	utilisateur_SQ007	utilisateur_SQ008	utilisateur_SQ009	
11	2018-03-28 17:39:15	4	fr	2018-03-28 17:37:48	2018-03-28 17:39:15	14.0000000000	A4	A4	A1	A1	A4	A2	A2	A3	A2	A4	A2	A4	A4	A5	A3	A5	A3	A5	A2	A4	A2	A2	A1	A4	A1	A4	A2
12	2018-03-28 18:08:12	4	fr	2018-03-28 18:05:34	2018-03-28 18:08:12	15.0000000000	A4	A4	A1	A1	A4	A3	A4	A4	A1	A4	A2	A4	A4	A4	A2	A4	A4	A5	A2	A2	A4	A4	A4	A2	A4	A4	A2
13	2018-04-05 15:24:58	4	fr	2018-04-05 15:22:48	2018-04-05 15:24:58	16.0000000000	A4	A4	A2	A3	A4	A5	A4	A4	A1	A4	A2	A4	A4	A3	A1	A2	A2	A5	A3	A4	A3	A3	A2	A2	A2	A4	A2
14	2018-04-06 14:39:46	4	fr	2018-04-06 14:37:08	2018-04-06 14:39:46	17.0000000000	A5	A3	A1	A1	A2	A4	A4	A1	A1	A5	A2	A5	A5	A3	A1	A3	A2	A5	A1	A2	A1	A4	A3	A1	A3	A4	A1
15	2018-04-06 16:12:29	4	fr	2018-04-06 16:09:08	2018-04-06 16:12:29	19.0000000000	A5	A4	A5	A2	A4	A4	A3	A4	A3	A4	A4	A5	A4	A3	A4	A4	A5	A5	A4	A4	A2	A4	A3	A4	A4	A4	A1
16	2018-04-06 16:46:28	4	fr	2018-04-06 16:42:59	2018-04-06 16:46:28	20.0000000000	A5	A5	A2	A1	A5	A4	A5	A5	A1	A5	A2	A4	A5	A1	A1	A3	A2	A5	A4	A3	A4	A4	A5	A2	A4	A2	A2
17	2018-04-06 17:28:02	4	fr	2018-04-06 17:26:00	2018-04-06 17:28:02	21.0000000000	A5	A5	A2	A5	A4	A3	A2	A4	A2	A4	A2	A4	A4	A4	A2	A4	A3	A5	A4	A4	A2	A4	A2	A4	A3	A3	A2
18	2018-04-06 18:09:13	4	fr	2018-04-06 18:07:30	2018-04-06 18:09:13	22.0000000000	A4	A2	A2	A2	A3	A3	A3	A3	A3	A5	A3	A3	A3	A4	A3	A3	A3	A3	A2	A4	A3	A3	A4	A4	A4	A5	A2
19	2018-04-09 10:21:03	4	fr	2018-04-09 10:19:28	2018-04-09 10:21:03	23.0000000000	A5	A5	A2	A1	A4	A4	A3	A4	A1	A4	A2	A4	A5	A2	A1	A2	A2	A5	A4	A4	A2	A2	A4	A2	A4	A4	A2
20	2018-04-09 11:24:24	4	fr	2018-04-09 11:21:49	2018-04-09 11:24:24	24.0000000000	A4	A5	A2	A1	A4	A4	A4	A3	A2	A4	A2	A3	A4	A3	A2	A3	A2	A5	A5	A2	A3	A4	A4	A2	A4	A2	A4
21	2018-04-09 13:09:37	4	fr	2018-04-09 13:07:18	2018-04-09 13:09:37	25.0000000000	A5	A4	A3	A1	A5	A4	A4	A4	A1	A5	A2	A4	A5	A4	A2	A5	A2	A5	A2	A4	A2	A2	A3	A4	A4	A4	A2
22	2018-04-09 14:36:09	4	fr	2018-04-09 14:34:01	2018-04-09 14:36:09	26.0000000000	A4	A4	A4	A1	A4	A3	A5	A4	A2	A5	A2	A5	A5	A4	A2	A4	A2	A5	A3	A4	A4	A4	A2	A2	A2	A4	A2
23	2018-04-09 15:07:58	4	fr	2018-04-09 15:04:15	2018-04-09 15:07:58	27.0000000000	A5	A5	A2	A1	A5	A5	A5	A5	A1	A5	A2	A3	A3	A1	A1	A1	A2	A5	A5	A3	A1	A3	A5	A3	A5	A4	A2
24	2018-04-09 15:50:58	4	fr	2018-04-09 15:47:57	2018-04-09 15:50:58	28.0000000000	A5	A4	A1	A1	A5	A5	A5	A5	A1	A5	A1	A3	A3	A3	A2	A4	A2	A5	A2	A4	A3	A3	A4	A4	A4	A4	A2
25	2018-04-09 16:32:15	4	fr	2018-04-09 16:28:34	2018-04-09 16:32:15	29.0000000000	A4	A2	A1	A2	A3	A3	A4	A3	A3	A2	A4	A4	A4	A4	A3	A4	A4	A5	A2	A4	A3	A2	A2	A4	A2	A4	A2
26	2018-04-09 17:03:46	4	fr	2018-04-09 17:01:24	2018-04-09 17:03:46	30.0000000000	A4	A2	A4	A5	A4	A4	A4	A4	A1	A4	A1	A5	A4	A2	A1	A2	A1	A5	A2	A4	A3	A2	A4	A4	A4	A5	A2
27	2018-04-09 17:43:20	4	fr	2018-04-09 17:40:04	2018-04-09 17:43:20	31.0000000000	A5	A2	A2	A2	A5	A4	A5	A4	A2	A5	A1	A5	A5	A3	A2	A4	A2	A5	A2	A5	A2	A2	A2	A4	A1	A5	A2
28	2018-04-09 18:40:15	4	fr	2018-04-09 18:35:20	2018-04-09 18:40:15	32.0000000000	A5	A5	A1	A1	A4	A3	A3	A3	A2	A4	A1	A3	A3	A5	A1	A5	A1	A5	A1	A4	A2	A2	A2	A3	A2	A3	A2
29	2018-04-09 19:00:54	4	fr	2018-04-09 18:59:20	2018-04-09 19:00:54	33.0000000000	A4	A4	A4	A2	A4	A4	A4	A4	A2	A4	A2	A2	A4	A4	A2	A4	A2	A5	A4	A2	A2	A4	A2	A3	A2	A3	A2
30	2018-04-10 11:02:09	4	fr	2018-04-10 11:00:46	2018-04-10 11:02:09	34.0000000000	A5	A4	A2	A1	A4	A5	A4	A4	A2	A5	A1	A4	A4	A3	A1	A2	A1	A5	A4	A5	A4	A4	A4	A2	A3	A5	A2
31	2018-04-10 11:40:37	4	fr	2018-04-10 11:38:24	2018-04-10 11:40:37	35.0000000000	A4	A4	A4	A1	A3	A4	A3	A3	A3	A4	A2	A2	A4	A4	A2	A4	A4	A5	A4	A4	A2	A4	A2	A2	A2	A2	A2
32	2018-04-10 14:07:42	4	fr	2018-04-10 14:04:51	2018-04-10 14:07:42	36.0000000000	A5	A4	A3	A1	A2	A2	A2	A2	A4	A2	A4	A3	A3	A3	A5	A3	A5	A5	A3	A4	A3	A3	A2	A5	A2	A4	A2
33	2018-04-10 14:40:20	4	fr	2018-04-10 14:36:48	2018-04-10 14:40:20	37.0000000000	A4	A4	A1	A1	A4	A4	A4	A4	A2	A5	A2	A5	A4	A2	A2	A2	A2	A5	A4	A2	A4	A4	A4	A5	A4	A4	A2
34	2018-04-10 15:28:21	4	fr	2018-04-10 15:24:43	2018-04-10 15:28:21	38.0000000000	A4	A2	A4	A5	A2	A2	A2	A2	A3	A2	A2	A4	A4	A3	A4	A3	A3	A5	A2	A4	A2	A4	A3	A4	A3	A4	A2
35	2018-04-10 16:16:54	4	fr	2018-04-10 16:13:37	2018-04-10 16:16:54	39.0000000000	A4	A4	A2	A5	A4	A4	A4	A3	A3	A3	A2	A2	A4	A3	A3	A3	A3	A5	A4	A4	A2	A2	A3	A3	A3	A3	A2
36	2018-04-10 16:25:11	4	fr	2018-04-10 16:21:29	2018-04-10 16:25:11	40.0000000000	A4	A5	A1	A1	A4	A5	A5	A5	A1	A4	A2	A4	A4	A5	A2	A5	A3	A5	A4	A2	A4	A5	A1	A1	A2	A4	A2
37	2018-04-10 17:23:48	4	fr	2018-04-10 17:21:45	2018-04-10 17:23:48	41.0000000000	A2	A3	A4	A1	A2	A2	A2	A2	A4	A2	A2	A3	A2	A2	A4	A2	A3	A5	A4	A2	A4	A4	A3	A2	A2	A4	A4
38	2018-04-10 17:28:15	4	fr	2018-04-10 17:25:22	2018-04-10 17:28:15	42.0000000000	A4	A5	A2	A1	A4	A4	A4	A4	A1	A4	A1	A4	A4	A3	A1	A3	A1	A5	A3	A4	A3	A4	A4	A3	A4	A2	A2
39	2018-04-10 18:10:43	4	fr	2018-04-10 18:07:45	2018-04-10 18:10:43	43.0000000000	A4	A4	A1	A5	A4	A5	A5	A4	A2	A4	A4	A4	A5	A2	A2	A5	A2	A4	A4	A4	A3	A4	A3	A2	A2	A4	A3
40	2018-04-11 10:12:13	4	fr	2018-04-11 10:09:47	2018-04-11 10:12:13	44.0000000000	A5	A4	A1	A1	A5	A5	A5	A5	A1	A5	A2	A4	A5	A3	A1	A2	A2	A5	A3	A4	A3	A4	A4	A3	A4	A3	A2
41	2018-04-11 10:39:24	4	fr	2018-04-11 10:36:37	2018-04-11 10:39:24	45.0000000000	A5	A4	A2	A1	A3	A3	A2	A3	A2	A4	A2	A4	A3	A3	A2	A3	A3	A5	A4	A3	A3	A4	A2	A3	A3	A4	A2
42	2018-04-11 11:22:58	4	fr	2018-04-11 11:20:24	2018-04-11 11:22:58	46.0000000000	A4	A4	A1	A4	A4	A4	A4	A4	A2	A4	A2	A2	A4	A2	A2	A2	A2	A5	A4	A4	A2	A4	A4	A2	A2	A4	A2
43	2018-04-11 14:00:39	4	fr	2018-04-11 13:56:26	2018-04-11 14:00:39	47.0000000000	A4	A4	A3	A2	A4	A4	A4	A4	A2	A5	A2	A3	A4	A4	A3	A4	A2	A5	A2	A4	A2	A3	A2	A2	A2	A4	A2
44	2018-04-11 15:11:44	4	fr	2018-04-11 15:06:45	2018-04-11 15:11:44	48.0000000000	A5	A2	A3	A1	A5	A5	A5	A5	A2	A5	A2	A4	A4	A2	A2	A4	A2	A5	A2	A5	A1	A2	A4	A4	A4	A5	A2
45	2018-04-11 15:56:32	4	fr	2018-04-11 15:54:41	2018-04-11 15:56:32	49.0000000000	A5	A5	A1	A5	A5	A5	A5	A5	A1	A4	A2	A4	A4	A1	A2	A1	A2	A5	A1	A5	A1	A1	A5	A5	A5	A5	A2
46	2018-04-11 16:34:04	4	fr	2018-04-11 16:31:56	2018-04-11 16:34:04	50.0000000000	A5	A2	A2	A2	A4	A4	A5	A3	A1	A5	A1	A5	A5	A1	A1	A1	A1	A5	A1	A5	A1	A1	A5	A2	A5	A4	A2
47	2018-04-11 17:22:14	4	fr	2018-04-11 17:18:35	2018-04-11 17:22:14	51.0000000000	A5	A4	A5	A2	A4	A5	A5	A4	A2	A4	A2	A3	A5	A2	A1	A3	A2	A5	A4	A2	A3	A4	A2	A4	A1	A2	A2
48	2018-04-11 17:53:10	4	fr	2018-04-11 17:51:36	2018-04-11 17:53:10	52.0000000000	A5	A4	A4	A1	A4	A4	A4	A4	A2	A4	A2	A4	A4	A2	A2	A2	A2	A5	A3	A4	A2	A2	A3	A4	A3	A2	A2
49	2018-04-11 18:24:20	4	fr	2018-04-11 18:22:37	2018-04-11 18:24:20	53.0000000000	A5	A5	A5	A1	A5	A5	A4	A5	A1	A5	A2	A4	A4	A4	A1	A4	A4	A5	A5	A5	A1	A2	A2	A4	A3	A5	A2
50	2018-04-12 10:32:50	4	fr	2018-04-12 10:30:57	2018-04-12 10:32:50	54.0000000000	A4	A2	A5	A1	A5	A4	A4	A5	A1	A4	A2	A4	A5	A2	A2	A2	A2	A5	A2	A3	A2	A3	A4	A3	A4	A4	A2
51	2018-04-12 11:17:35	4	fr	2018-04-12 11:14:33	2018-04-12 11:17:35	55.0000000000	A5	A5	A1	A2	A4	A4	A4	A5	A1	A4	A2	A4	A4	A3	A2	A3	A3	A5	A4	A2	A3	A4	A3	A2	A3	A3	A2
52	2018-04-12 11:45:22	4	fr	2018-04-12 11:42:45	2018-04-12 11:45:22	56.0000000000	A5	A2	A2	A3	A2	A2	A2	A2	A4	A4	A2	A4	A4	A4	A3	A4	A2	A5	A4	A2	A2	A4	A3	A2	A3	A3	A2
53	2018-04-12 12:00:56	4	fr	2018-04-12 11:57:51	2018-04-12 12:00:56	57.0000000000	A4	A4	A1	A5	A3	A4	A1	A3	A4	A4	A4	A4	A4	A3	A3	A4	A4	A5	A4	A2	A4	A4	A4	A4	A4	A4	A4
54	2018-04-12 14:10:03	4	fr	2018-04-12 14:07:45	2018-04-12 14:10:03	58.0000000000	A4	A4	A1	A2	A4	A4	A3	A4	A3	A4	A2	A4	A4	A4	A2	A4	A2	A5	A4	A2	A4	A4	A2	A3	A2	A4	A2
55	2018-04-12 14:41:19	4	fr	2018-04-12 14:39:07	2018-04-12 14:41:19	60.0000000000	A4	A4	A1	A1	A2	A2	A2	A2	A2	A2	A4	A2	A1	A5	A3	A5	A4	A5	A4	A2	A4	A4	A1	A2	A2	A1	A4
56	2018-04-12 14:49:53	4	fr	2018-04-12 14:47:49	2018-04-12 14:49:53	59.0000000000	A5	A4	A2	A1	A5	A5	A5	A5	A1	A4	A1	A5	A1	A2	A2	A2	A1	A5	A2	A4	A2	A3	A4	A5	A5	A5	A2
57	2018-04-12 15:36:14	4	fr	2018-04-12 15:34:02	2018-04-12 15:36:14	61.0000000000	A4	A4	A1	A1	A3	A2	A4	A2	A2	A5	A2	A4	A4	A4	A1	A4	A2	A5	A4	A2	A1	A4	A3	A2	A2	A4	A2
58	2018-04-12 16:29:46	4	fr	2018-04-12 16:27:47	2018-04-12 16:29:46	63.0000000000	A5	A3	A5	A1	A1	A1	A4	A1	A5	A3	A4	A4	A2	A5	A5	A5	A5	A5	A4	A5	A5	A5	A1	A2	A2	A4	A2
59	2018-04-12 16:34:11	4	fr	2018-04-12 16:31:19	2018-04-12 16:34:11	62.0000000000	A2	A4	A1	A1	A1	A2	A4	A2	A4	A2	A2	A2	A4	A4	A4	A4	A5	A5	A1	A2	A4	A4	A2	A2	A2	A1	A2
60	2018-04-12 17:09:36	4	fr	2018-04-12 17:07:43	2018-04-12 17:09:36	64.0000000000	A5	A2	A1	A1	A5	A5	A4	A5	A1	A5	A1	A5	A5	A2	A2	A2	A2	A5	A3	A4	A2	A4	A4	A3	A4	A4	A2
61	2018-04-16 10:44:36	4	fr	2018-04-16 10:42:10	2018-04-16 10:44:36	65.0000000000	A5	A4	A1	A5	A5	A5	A4	A5	A1	A5	A4	A5	A5	A5	A2	A5	A2	A5	A3	A5	A1	A2	A4	A4	A4	A4	A2
62	2018-04-16 11:14:10	4	fr	2018-04-16 11:12:18	2018-04-16 11:14:10	66.0000000000	A4	A4	A4	A2	A4	A4	A4	A4	A2	A4	A2	A4	A4	A2	A2	A2	A2	A5	A4	A4	A2	A2	A3	A4	A4	A4	A4
63	2018-04-16 11:17:37	4	fr	2018-04-16 11:16:24	2018-04-16 11:17:37	67.0000000000	A5	A4	A4	A1	A5	A5	A5	A5	A1	A5	A3	A2	A4	A2	A1	A2	A3	A5	A3	A4	A1	A3	A4	A3	A4	A4	A2
64	2018-04-17 09:44:11	4	fr	2018-04-17 09:42:46	2018-04-17 09:44:11	68.0000000000	A5	A4	A5	A3	A4	A4	A4	A4	A1	A4	A2	A4	A4	A3	A1	A3	A2	A5	A4	A4	A2	A4	A4	A2	A3	A4	A2
65	2018-04-17 10:35:04	4	fr	2018-04-17 10:33:31	2018-04-17 10:35:04	69.0000000000	A5	A5	A2	A2	A5	A5	A5	A5	A1	A4	A2	A4	A4	A2	A2	A2	A2	A5	A4	A2	A2	A4	A4	A2	A4	A4	A2
66	2018-04-17 10:46:33	4	fr	2018-04-17 10:43:49	2018-04-17 10:46:33	70.0000000000	A5	A5	A3	A4	A4	A5	A4	A5	A1	A4	A1	A2	A4	A3	A2	A2	A3	A5	A4	A3	A2	A4	A3	A2	A2	A4	A2
67	2018-04-17 11:31:50	4	fr	2018-04-17 11:30:00	2018-04-17 11:31:50	71.0000000000	A5	A5	A4	A4	A4	A4	A4	A3	A2	A4	A2	A3	A3	A2	A3	A4	A3	A5	A2	A5	A4	A2	A5	A3	A4	A4	A2
68	2018-04-17 11:33:38	4	fr	2018-04-17 11:31:45	2018-04-17 11:33:38	72.0000000000	A4	A4	A2	A1	A4	A4	A4	A4	A2	A4	A3	A3	A4	A2	A2	A2	A2	A5	A2	A4	A3	A4	A4	A4	A4	A4	A2
69	2018-04-17 13:47:47	4	fr	2018-04-17 13:44:58	2018-04-17 13:47:47	73.0000000000	A5	A3	A1	A2	A4	A3	A5	A4	A3	A5	A4	A3	A1	A3	A2	A4	A1	A5	A2	A5	A1	A2	A4	A4	A4	A5	A2
70	2018-04-17 14:20:12	4	fr	2018-04-17 14:18:04	2018-04-17 14:20:12	74.0000000000	A4	A4	A1	A4	A3	A3	A4	A3	A3	A4	A2	A3	A3	A2	A3	A4	A3	A5	A2	A4	A4	A4	A4	A4	A2	A2	A2
71	2018-04-17 14:49:19	4	fr	2018-04-17 14:47:19	2018-04-17 14:49:19	75.0000000000	A5	A2	A1	A1	A4	A5	A5	A5	A1	A5	A1	A5	A5	A5	A1	A5	A1	A5	A3	A4	A1	A2	A1	A4	A1	A4	A2
72	2018-04-18 10:40:41	4	fr	2018-04-18 10:39:17	2018-04-18 10:40:41	76.0000000000	A4	A5	A2	A1	A5	A4	A5	A4	A1	A4	A1	A4	A4	A2	A1	A2	A1	A5	A4	A2	A4	A4	A5	A4	A5	A4	A2
73	2018-04-18 13:37:19	4	fr	2018-04-18 13:34:45	2018-04-18 13:37:19	77.0000000000	A4	A4	A5	A4	A4	A3	A4	A5	A3	A4	A4	A5	A4	A4	A3	A2	A4	A5	A4	A3	A4	A4	A3	A2	A4	A3	A4
74	2018-04-18 14:13:17	4	fr	2018-04-18 14:12:01	2018-04-18 14:13:17	79.0000000000	A5	A3	A3	A1	A2	A4	A3	A3	A2	A4	A2	A4	A4	A2	A2	A2	A3	A5	A2	A4	A1	A2	A4	A4	A4	A4	A2
75	{question_not_shown}	{question_not_shown}	fr	2018-04-18 14:13:04	2018-04-18 14:13:04	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}	{question_not_shown}
76	2018-04-18 14:19:49	4	fr	2018-04-18 14:18:04	2018-04-18 14:19:49	78.0000000000	A5	A4	A2	A5	A4	A4	A4	A4	A1	A4	A1	A4	A4	A2	A2	A2	A2	A5	A2	A3	A2	A2	A3	A4	A4	A4	A2
