ID;ToMAgent;NegotiatorAgent;FinalGuess;GuessedValues 
7;0.7000000000000001;0.3;0.3;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.3]
8;0.7000000000000001;0.4;0.3;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.3]
9;0.7000000000000001;0.5;0.45;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.45, 0.45, 0.45]
10;0.6000000000000001;0.3;0.3;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.3]
11;0.6000000000000001;0.4;0.3;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.3]
12;0.6000000000000001;0.5;0.3;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.3, 0.3, 0.3]
13;0.9;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
14;0.9;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
15;0.9;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
16;0.8;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
17;0.8;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
18;0.8;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
19;0.7000000000000001;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
20;0.7000000000000001;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
21;0.7000000000000001;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
22;0.6000000000000001;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
23;0.6000000000000001;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
24;0.6000000000000001;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
25;0.9;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
26;0.9;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
27;0.9;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
28;0.8;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
29;0.8;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
30;0.8;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
31;0.7000000000000001;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
32;0.7000000000000001;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
33;0.7000000000000001;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
34;0.6000000000000001;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
35;0.6000000000000001;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
36;0.6000000000000001;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75, 0.75]
37;0.9;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
38;0.9;0.4;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
39;0.9;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
40;0.8;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
41;0.8;0.4;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
42;0.8;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
43;0.7000000000000001;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
44;0.7000000000000001;0.4;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
45;0.7000000000000001;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
46;0.6000000000000001;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
47;0.6000000000000001;0.4;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75, 0.75]
48;0.6000000000000001;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
1;0.9;0.3;0.4000000000000001;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
2;0.9;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
3;0.9;0.5;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
4;0.8;0.3;0.4000000000000001;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
5;0.8;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
6;0.8;0.5;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
7;0.7000000000000001;0.3;0.4000000000000001;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
8;0.7000000000000001;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
9;0.7000000000000001;0.5;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
10;0.6000000000000001;0.3;0.4000000000000001;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
11;0.6000000000000001;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
12;0.6000000000000001;0.5;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
13;0.9;0.3;0.3;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.3]
14;0.9;0.4;0.45;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.45, 0.45, 0.45]
15;0.9;0.5;0.45;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.45, 0.45, 0.45]
16;0.8;0.3;0.3;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.3]
17;0.8;0.4;0.45;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.45, 0.45, 0.45]
18;0.8;0.5;0.45;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.45, 0.45, 0.45]
19;0.7000000000000001;0.3;0.3;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.3]
20;0.7000000000000001;0.4;0.45;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.45, 0.45, 0.45]
21;0.7000000000000001;0.5;0.45;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.45, 0.45, 0.45]
22;0.6000000000000001;0.3;0.3;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.3]
23;0.6000000000000001;0.4;0.45;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.45, 0.45, 0.45]
24;0.6000000000000001;0.5;0.45;[0.4000000000000001, 0.4000000000000001, 0.3, 0.3, 0.45, 0.45, 0.45]
25;0.9;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
26;0.9;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
27;0.9;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
28;0.8;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
29;0.8;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
30;0.8;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
31;0.7000000000000001;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
32;0.7000000000000001;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
33;0.7000000000000001;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
34;0.6000000000000001;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
35;0.6000000000000001;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
36;0.6000000000000001;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
37;0.9;0.3;0.4000000000000001;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
38;0.9;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
39;0.9;0.5;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
40;0.8;0.3;0.4000000000000001;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
41;0.8;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
42;0.8;0.5;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
43;0.7000000000000001;0.3;0.4000000000000001;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
44;0.7000000000000001;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
45;0.7000000000000001;0.5;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
46;0.6000000000000001;0.3;0.4000000000000001;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
47;0.6000000000000001;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
48;0.6000000000000001;0.5;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
1;0.9;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
2;0.9;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
3;0.9;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
4;0.8;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
5;0.8;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
6;0.8;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
7;0.7000000000000001;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
8;0.7000000000000001;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
9;0.7000000000000001;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
10;0.6000000000000001;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
11;0.6000000000000001;0.4;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
12;0.6000000000000001;0.5;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75, 0.75]
13;0.9;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
14;0.9;0.4;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
15;0.9;0.5;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.6, 0.6, 0.6]
16;0.8;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
17;0.8;0.4;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
18;0.8;0.5;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.6, 0.6, 0.6]
19;0.7000000000000001;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
20;0.7000000000000001;0.4;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75]
21;0.7000000000000001;0.5;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.6, 0.6, 0.6, 0.6]
22;0.6000000000000001;0.3;0.6;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.6]
23;0.6000000000000001;0.4;0.75;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.75, 0.75]
24;0.6000000000000001;0.5;0.7999999999999999;[0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.6, 0.6, 0.75, 0.75, 0.7999999999999999, 0.7999999999999999, 0.7999999999999999, 0.7999999999999999]
